project_id,street_name,limits,cnn,project_name_full,owner,description_full,dpw_project_class,facility_type,project_status,start_date,end_date,duration,facility_indicator,facility_subindicator,group_code,facility_type_description,create_date,modify_date,project_type,project_url,X,Y,latitude,longitude,location
DPW0429_PR_68,HICKORY ST,LAGUNA ST intersection,30071000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005057.00366,2110402.64663,37.7750494183638,-122.42597948774994,"(37.7750494183638, -122.42597948774994)"
DPW0769_PR_1,EVANS AVE,QUINT ST to RANKIN ST (1700 - 1799),5336000,Southeast Water Pollution Control Plant - 020 Headworks Project - Evans Ave Streetscape between Rank,,,Paving,Roadway,Planned,09/25/2023 12:00:00 AM,09/25/2024 12:00:00 AM,366,Roadway Surface,,10034153,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014866.75009,2099103.33013,37.74457345380532,-122.39125513438731,"(37.74457345380532, -122.39125513438731)"
DPW0643_PR_106,18TH ST,DEARBORN ST to LINDA ST (3553 - 3561),883000,Various Locations Pavement Renovation No 55 and Sewer Replacement,,1233I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,07/20/2024 12:00:00 AM,719,Roadway Surface,,10035932,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005856.48871,2105496.18562,37.761622597462264,-122.42286511161045,"(37.761622597462264, -122.42286511161045)"
DPW0429_PR_53,CLEARY CT,GALILEE LN \ LAGUNA ST intersection,26513000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004603.61934,2113644.35695,37.78392472141826,-122.42777887146853,"(37.78392472141826, -122.42777887146853)"
DPW0681_PR_194,BACON ST,HAMILTON ST intersection,20891000,Various Locations Pavement Renovation No 58,,,Paving,Roadway,Committed,03/22/2023 12:00:00 AM,09/21/2024 12:00:00 AM,549,Roadway Surface,,10037256,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009447.39361,2092479.53212,37.726083680205186,-122.40952686508349,"(37.726083680205186, -122.40952686508349)"
DPW0633_PR_102,12TH ST,FOLSOM ST to ISIS ST (300 - 331),545000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008292.86337,2108771.5734,37.770753220946865,-122.41467045496096,"(37.770753220946865, -122.41467045496096)"
DPW0429_PR_35,LAGUNA ST,HEMLOCK ST to SUTTER ST (1650 - 1699),7965000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004475.52589,2114577.48195,37.78647960274123,-122.42828855456229,"(37.78647960274123, -122.42828855456229)"
DPW0682_PR_132,PHELPS ST,KIRKWOOD AVE to LA SALLE AVE (1000 - 1099),10402000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014577.44833,2097048.52187,37.738915317041226,-122.39211181739405,"(37.738915317041226, -122.39211181739405)"
DPW0936_PR_6,15TH ST,MISSION ST to WIESE ST (1600 - 1637),651000,Various Locations Pavement Renovation No 75,,,Paving,Roadway,Planned,10/19/2024 12:00:00 AM,10/18/2025 12:00:00 AM,364,Roadway Surface,,10037892,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6006655.1753,2107310.40322,37.76664904615683,-122.42023153911772,"(37.76664904615683, -122.42023153911772)"
DPW0633_PR_110,LELAND AVE,CORA ST to DELTA ST (263 - 299),8297000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009527.93978,2087701.81645,37.712969577653716,-122.4089114799348,"(37.712969577653716, -122.4089114799348)"
DPW1022_PP_117,MINNA ST,JULIA ST to 08TH ST (663 - 699),9048000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6009043.08903,2111148.84355,37.777322768848265,-122.41224344775966,"(37.777322768848265, -122.41224344775966)"
DPW0941_PR_15,CHURCH ST,VALLEY ST to 29TH ST (1650 - 1699),4036000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004614.40602,2099139.50702,37.74409848005091,-122.4267082828898,"(37.74409848005091, -122.4267082828898)"
DPW0571_PR_112,ALTON AVE,PACHECO ST \ UNNAMED 033 intersection,32987000,PW Various Locations No49 Infrastructure Improvements,,1133I,Paving,Roadway,Started,11/01/2021 12:00:00 AM,10/28/2022 12:00:00 AM,361,Roadway Surface,,10033116,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994078.34821,2101569.09491,37.75016820302558,-122.46331562049517,"(37.75016820302558, -122.46331562049517)"
DPW0765_PR_98,CRESPI DR,SERRANO DR \ VARELA AVE to CRESPI DR (0 - 0) -- NORTH --,4505201,Various Locations Pavement Renovation No 68,,,Paving,Roadway,Planned,11/23/2023 12:00:00 AM,11/22/2024 12:00:00 AM,365,Roadway Surface,,10037805,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990152.057,2090624.492,37.719890153262554,-122.47609356118748,"(37.719890153262554, -122.47609356118748)"
DPW1050_PR_108,GEARY ST,LARKIN ST intersection,25170000,Various Locations Pavement Renovation No 87,,,Paving,Roadway,Planned,11/16/2025 12:00:00 AM,11/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007419.77317,2114379.09142,37.78610102598487,-122.41808809812292,"(37.78610102598487, -122.41808809812292)"
DPW1012_PR_64,BERTHA LN,HARBOR RD to HUDSON AVE (1 - 150),2958000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6017764.037,2094897.174,37.73318456892579,-122.38094443135427,"(37.73318456892579, -122.38094443135427)"
DPW0861_PR_28,19TH ST,YORK ST intersection,24009000,Joint - SFWD Lead - WD-2801,,,Paving,Roadway,Planned,11/27/2022 12:00:00 AM,10/11/2024 12:00:00 AM,684,Roadway Surface,,10035391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009846.17946,2105021.31697,37.76054302393184,-122.40903282573609,"(37.76054302393184, -122.40903282573609)"
DPW0936_PR_61,MASONIC AVE,PIEDMONT ST intersection,26329000,Various Locations Pavement Renovation No 75,,,Paving,Roadway,Planned,10/19/2024 12:00:00 AM,10/18/2025 12:00:00 AM,364,Roadway Surface,,10037892,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999731.31755,2107202.23084,37.7659594603789,-122.44417211385273,"(37.7659594603789, -122.44417211385273)"
DPW0686_PR_147,42ND AVE,ULLOA ST intersection,23443000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5983338.02485,2098128.32675,37.740096184079846,-122.50020137342668,"(37.740096184079846, -122.50020137342668)"
DPW0683_PR_102,STEVENSON ST,ANNIE ST to 03RD ST (149 - 199),12167000,Various Locations Pavement Renovation No 62,,,Paving,Roadway,Planned,11/13/2023 12:00:00 AM,11/11/2024 12:00:00 AM,364,Roadway Surface,,10037764,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011886.53786,2114732.25654,37.78732112881402,-122.40265903980156,"(37.78732112881402, -122.40265903980156)"
DPW0938_PR_26,TRENTON ST,WASHINGTON ST to END: 1-49 BLOCK (1 - 49),12693000,"Front St, Sansome St, 1st St and Montgomery St Pavement Renovation",,,Paving,Roadway,Planned,04/18/2026 12:00:00 AM,04/17/2027 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010128.1131,2117586.90576,37.79506097517586,-122.4089443360388,"(37.79506097517586, -122.4089443360388)"
DPW0633_PR_147,ELLIOT ST,LELAND AVE intersection,20383000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008754.52935,2087982.53073,37.713697007870465,-122.41160447307422,"(37.713697007870465, -122.41160447307422)"
DPW0684_PR_139,SAN BRUNO AVE,SWEENY ST to HALE ST (2336 - 2361),11371000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010502.81697,2095058.90728,37.73322518451992,-122.40605994638682,"(37.73322518451992, -122.40605994638682)"
DPW0349_PR_22,JUNIPERO SERRA BLVD,MONCADA WAY intersection,33407000,Junipero Serra Blvd Pavement Renovation,,,Paving,Roadway,Committed,10/05/2022 12:00:00 AM,10/05/2023 12:00:00 AM,365,Roadway Surface,,10036700,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991470.08126,2094203.16488,37.72979262736639,-122.47179832355951,"(37.72979262736639, -122.47179832355951)"
DPW1012_PR_164,LILY ST,LAGUNA ST to BUCHANAN ST (300 - 399),8337000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004863.36858,2110034.23183,37.77402689574716,-122.42662307400285,"(37.77402689574716, -122.42662307400285)"
DPW0937_PR_41,GOUGH ST,OAK ST intersection,25906000,Various Locations Pavement Renovation No 78,,,Paving,Roadway,Planned,02/19/2025 12:00:00 AM,02/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6006033.89175,2110372.09169,37.775020682872864,-122.42259804203287,"(37.775020682872864, -122.42259804203287)"
DPW0938_PR_68,COMMERCIAL ST,SANSOME ST intersection,24700000,"Front St, Sansome St, 1st St and Montgomery St Pavement Renovation",,,Paving,Roadway,Planned,04/18/2026 12:00:00 AM,04/17/2027 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012301.75946,2117311.69595,37.79442683290679,-122.40140379645648,"(37.79442683290679, -122.40140379645648)"
DPW0928_PR_11,GENEVA AVE,CAYUGA AVE to BAYWOOD CT (701 - 721) -- NORTH --,6134101,Various Locations Pavement Renovation No 74,,,Paving,Roadway,Planned,09/16/2024 12:00:00 AM,09/15/2025 12:00:00 AM,364,Roadway Surface,,10038847,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999572.945,2090037.749,37.71882087615545,-122.44348680898048,"(37.71882087615545, -122.44348680898048)"
DPW0883_PR_42,JONES ST,GLOVER ST to VALLEJO ST (1731 - 1799),7587000,Various Locations Pavement Renovation No 63,,,Paving,Roadway,Committed,05/01/2023 12:00:00 AM,04/30/2024 12:00:00 AM,365,Roadway Surface,,10037763,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008299.60167,2118519.17155,37.797518151350076,-122.41533730912188,"(37.797518151350076, -122.41533730912188)"
DPW0429_PR_23,LAGUNA ST,FULTON ST to MCALLISTER ST (800 - 899),7954000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004866.74701,2111770.06275,37.77879325390899,-122.42673502670048,"(37.77879325390899, -122.42673502670048)"
DPW0756_PR_30,ILLINOIS ST,22ND ST to HUMBOLDT ST (1100 - 1149),7170000,Various Locations Pavement Renovation X,,,Paving,Roadway,Planned,01/15/2027 12:00:00 AM,01/15/2028 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6016117.60705,2103745.34888,37.757388807671404,-122.38725361969098,"(37.757388807671404, -122.38725361969098)"
DPW1022_PP_10,19TH ST,TENNESSEE ST to MINNESOTA ST (700 - 799),938000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6015329.21198,2105324.62479,37.76168146801539,-122.3900905497851,"(37.76168146801539, -122.3900905497851)"
DPW1012_PR_41,37TH AVE,SANTIAGO ST to TARAVAL ST (2300 - 2399),1837000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5984852.45803,2099202.5629,37.74313451753668,-122.49504435099715,"(37.74313451753668, -122.49504435099715)"
DPW0939_PR_57,BROTHERHOOD WAY,CHURCH ACCESS RD to LAKE MERCED BLVD (901 - 999) -- SOUTH --,3243101,"Brotherhood Way, Holloway Ave and Lake Merced Blvd Pavement Renovation",,,Paving,Roadway,Planned,08/19/2025 12:00:00 AM,08/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5988182.071,2088722.844,37.71455427582514,-122.48276374812318,"(37.71455427582514, -122.48276374812318)"
DPW0606_PR_145,LAWTON ST,21ST AVE to 22ND AVE (1500 - 1599),8201000,Various Locations Pavement Renovation No 57,,1250I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,02/26/2024 12:00:00 AM,574,Roadway Surface,,10036360,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5989485.41445,2104463.22082,37.75784902800743,-122.47940979231623,"(37.75784902800743, -122.47940979231623)"
DPW1022_PP_107,JORDAN AVE,CALIFORNIA ST to EUCLID AVE (1 - 99),7616000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5996200.97299,2114190.84886,37.78494633562864,-122.45688829474422,"(37.78494633562864, -122.45688829474422)"
DPW0943_PP_16,HARKNESS AVE,GOETTINGEN ST to SPARTA ST (300 - 353),6679000,As Needed Citywide Pavement Preservation Contract 5 (General As-Needed Contract G22),,,Paving,Roadway,Committed,04/17/2023 12:00:00 AM,10/21/2025 12:00:00 AM,918,Roadway Surface,,10037345,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6011220.364,2089251.8,37.717320189247395,-122.4031708309618,"(37.717320189247395, -122.4031708309618)"
DPW1041_PR_12,MISSION ST,ANGELOS ALY \ JULIA ST to 08TH ST (1166 - 1199),9102000,Joint - SFMTA MUNI Forward Lead - Mission Downtown West,,,Paving,Roadway,Planned,05/18/2025 12:00:00 AM,05/17/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008889.64589,2111308.07196,37.77775136107848,-122.41278551911483,"(37.77775136107848, -122.41278551911483)"
DPW1012_PR_302,JONES ST,VALPARAISO ST intersection,25499000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008123.25021,2119795.62068,37.80101304905225,-122.4160379761565,"(37.80101304905225, -122.4160379761565)"
DPW0429_PR_40,LAGUNA ST,LILY ST intersection,25911000,Golden Gate Ave and Laguna St Pavement Renovation,,,Paving,Roadway,Started,05/16/2022 12:00:00 AM,03/16/2023 12:00:00 AM,304,Roadway Surface,,10035254,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005103.64021,2110067.67201,37.774132295011086,-122.42579431349489,"(37.774132295011086, -122.42579431349489)"
DPW0941_PR_51,25TH ST,CHURCH ST intersection,25636000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004494.84843,2101326.59621,37.75009696166472,-122.42727744918749,"(37.75009696166472, -122.42727744918749)"
DPW0935_PR_49,AVON WAY,SLOAT BLVD intersection,54087000,Various Locations Pavement Renovation No 77,,,Paving,Roadway,Planned,01/12/2025 12:00:00 AM,01/11/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990929.544941,2096025.448407,37.73476486713681,-122.47379988776372,"(37.73476486713681, -122.47379988776372)"
DPW0688_PR_33,BRENTWOOD AVE,YERBA BUENA AVE intersection,22805000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5995181.3922,2095528.25959,37.73364505409707,-122.45906390047752,"(37.73364505409707, -122.45906390047752)"
DPW0349_PR_4,JUNIPERO SERRA BLVD,EUCALYPTUS DR \ OCEAN AVE to MONCADA WAY (301 - 399) -- EAST --,7707101,Junipero Serra Blvd Pavement Renovation,,,Paving,Roadway,Committed,10/05/2022 12:00:00 AM,10/05/2023 12:00:00 AM,365,Roadway Surface,,10036700,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991487.464,2094437.459,37.730436960894835,-122.47175529963678,"(37.730436960894835, -122.47175529963678)"
DPW1051_PR_42,PACIFIC AVE,TAYLOR ST to PHOENIX TER (1100 - 1155),10139000,Various Locations Pavement Renovation No 86,,,Paving,Roadway,Planned,10/19/2025 12:00:00 AM,10/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008726.27463,2117967.08067,37.79602621726412,-122.41382182962717,"(37.79602621726412, -122.41382182962717)"
DPW0606_PR_173,21ST AVE,LAWTON ST intersection,27346000,Various Locations Pavement Renovation No 57,,1250I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,02/26/2024 12:00:00 AM,574,Roadway Surface,,10036360,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5989640.30285,2104468.52519,37.7578725875338,-122.4788745174488,"(37.7578725875338, -122.4788745174488)"
DPW0769_PR_2,EVANS AVE,QUINT ST intersection,20697000,Southeast Water Pollution Control Plant - 020 Headworks Project - Evans Ave Streetscape between Rank,,,Paving,Roadway,Planned,09/25/2023 12:00:00 AM,09/25/2024 12:00:00 AM,366,Roadway Surface,,10034153,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015130.90409,2098905.86629,37.744045915305186,-122.39032794131698,"(37.744045915305186, -122.39032794131698)"
DPW0935_PR_26,JUNIPERO SERRA BLVD,LYNDHURST DR to WYTON LN (0 - 0) -- WEST --,12961000,Various Locations Pavement Renovation No 77,,,Paving,Roadway,Planned,01/12/2025 12:00:00 AM,01/11/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991216.124,2092063.182,37.72390208486284,-122.4725203182675,"(37.72390208486284, -122.4725203182675)"
